,Review_ID,Rating,Location,Rating_Submit_Dt,Username,Review,Positive,Negative,Neutral,Compound
711,R712,5,sanfran,2020-11-19T20:51:03.469Z, avareeee,"This is the best hair mask I've ever tried, and is a fantastic dupe for Christophe Robin's gorgeous prickly pear masque or the Leonor Greyl Paris masque (trop cher, sigh). I use this about once or two times a month instead of my conditioner, shave while it's in, and rinse with cold water while using a wide-tooth comb throughout. Works wonders.",0.173,0.065,0.762,0.8555
712,R713,5,jackson,2020-11-19T20:51:03.469Z, kennedyelenaann,"I used a tub of this & never found a better hair mask. I'm not fond of the floral smell but it made my hair so soft & silky smooth. I've got long, curly hair & it took away all the frizz & damage. I'd love to buy more! I'm not a fan of the tubs, I'd like the squeeze tube!",0.135,0.166,0.7,0.2708
713,R714,5,"Maitland, FL",2020-11-19T20:51:03.469Z, asheslee15,"First off this entire brand is amazing. Second this is my favorite conditioner of all time. Yes, it's not the thickest out there and some call it ""watery"". But a conditioner doesn't have to be like thick like paste to work. After everytime I use it my hair feels thicker, moisturized, like it's back to factory setting. In the summer when I get back from the beach the seawater does a number on my hair. This conditioner helps bring it back to life.",0.227,0.0,0.773,0.9575
714,R715,5,new york new york,2020-11-19T20:51:03.469Z, ginac81,This product is heaven! in a bottle! It demolish split ends. This make my hair smooth again!!!![product:briogeo-dont-despair-repair!-deep-conditioning-mask],0.23,0.0,0.77,0.6671
715,R716,5,"New York, NY",2020-11-19T20:51:03.469Z, jennnywan,Another great hair mask from briogeo. This one had more oomph than the kiwi mask but I use them both. Smells delicious and the effects are long lasting,0.233,0.0,0.767,0.8225
716,R717,2,"Boynton Beach, FL",2020-11-19T20:51:03.469Z, themiarosefl,I know this mask has a ton of hype and I wanted to love this I really did. I have normal hair very long and fine. No damage but I found this mask was not nourishing enough for me. I want to try the new one they came out with that is supposed to me more nourishing,0.103,0.068,0.829,0.222
717,R718,5,"Manassas , VA",2020-11-19T20:51:03.469Z, beautyqd71d,I have been using this mask for about a month now and I notice a big difference as soon as I get out of the shower,0.0,0.0,1.0,0.0
718,R719,5,"Austin, TX",2020-11-19T20:51:03.469Z, katchubb,"I love using this product when my hair starts looking a bit frizzy and dry. I use a clarifying shampoo first and then this mask so that my hair doesn't get greasy. It always looks so smooth and shiny when it's dry! I have very thick, coarse hair and it works great",0.16,0.0,0.84,0.8622
719,R720,5,"Miami, FL",2020-11-19T20:51:03.469Z, ayde88,"I absolutely love this deep conditioning hair mask. but will purchase again in the future, as it's well worth the price. My hair was so silky and less frizzy after using this product, and stayed tamed longer between washes. It also left my hair that freshly conditioned smell, which I love. I have frizzy, curly hair and I recommend it for others with the same hair type. (I did use a flat iron on my ends a little bit in this pic",0.195,0.0,0.805,0.9534
720,R721,4,"Anaheim, CA",2020-11-19T20:51:00.837Z, gabyg4,"I received this product as a sample. I love the smell and ease of application.  I was surprised that 1fl. oz. of product was enough to cover my long hair. It went on smooth and as I messaged it through my hair, it felt warm. Set a timer for 10 minutes, rinsed, and voila. I shampooed my hair beforehand, btw. My hair looks shiny and feels smooth. I would have loved to see the difference with a cap and under an air dryer. I would recommend this product for all hair types and lengths.",0.178,0.0,0.822,0.9423
721,R722,5,"Lowell, MA",2020-11-19T20:51:00.837Z, alisav4,"I was little skeptical about this as I have struggled with finding a deep conditioner that keeps my hair feeling super soft and hydrated even after I wash out the product. I have thick, dry, frizzy and curly hair courtesy of some heat damage I caused. This is a huge help and I have already purchased 2 additional back ups.",0.203,0.12,0.677,0.6478
722,R723,5,"Canton, GA",2020-11-19T20:51:00.837Z, prachimittal02,If u hvnt tried this yet!! U have to!! This is too good to be true.. my hair let me tell u is in such a bad condition.. when I use this product it moisturize them adds shine to it and also helps reduce frizz !!!,0.138,0.073,0.789,0.4885
723,R724,5,willowgrove,2020-11-19T20:51:00.837Z, nikkisf567,I was new to this product but love it! It is probably the best repair mask i've tried. I set a time and follow the full 10 min guidelines. Highly endorse!,0.384,0.0,0.616,0.9557
724,R725,5,New York,2020-11-19T20:51:00.837Z, amandas595,Believe the hype. This product converted me to Briogeo everything. It is the best hair mask on the market. I've never used a product that changed my  hair so drastically after 1 use. My 2b/2c curls loved this mask. I barely need to use other products to make my curls bouncy and hydrated.,0.144,0.0,0.856,0.8442
725,R726,3,"Concord, NC",2020-11-19T20:51:00.837Z, sharong2,I love this mask. It's gentle on my hair Ms leaves the hair nice and smooth and silky.,0.414,0.0,0.586,0.872
726,R727,5,United States,2020-11-19T20:51:00.837Z, fionas25,"THIS WILL SAVE YOUR DAMAGED HAIR! It definitely saved mine. I have bleached my hair 3 times so it is extremely damaged. Nonetheless, I was able to keep it pretty healthy until I went into the pool. Beginners first mistake. Hours in the pool completely dried out my hair and even turned it green. I tried a number of techniques and ultimately this was the only product that revived my hair to half of what it was prior. I will stand by this product forever.",0.178,0.097,0.725,0.7717
727,R728,5,"Avon, NY",2020-11-19T20:51:00.837Z, gingerb13,"After using this product I can honestly say that my hair was softer, easier to style/manage and the not damaged looking anymore. I have highlights that over time can really damage your hair. When using this on pretty regular basis, I know my hair will be just fine.",0.237,0.063,0.7,0.8277
728,R729,4,Norwell,2020-11-19T20:51:00.837Z, lydiak25,Pretty nice hair mask!! My hair felt soft and looked healthier after my shower. I leave it in for as long as I can and am always happy with the results. Would recommend to someone who wants to splurge on a restorative mask as this is pretty expensive.,0.284,0.021,0.694,0.9411
729,R730,5,"Hanover, MN",2020-11-19T20:51:00.837Z, tayceej1,I recently purchased this product and I am impressed! It leaves my hair feeling soft and moisturized. I would recommend. For more hydration I've heard you could add honey to make it more hydrating.,0.209,0.0,0.791,0.75
730,R731,5,"Orem, UT",2020-10-22T21:08:45.161Z, aliciald5a3,"I have veey thin brittle, frizzy hair  i use it ones or twice a week and my hair ends super soft and flowy and smooth for days. I put it on while I shower and leave it in u til im ready to go out. You do not need a lot of ot either which is great. This has becone part of my weekly hair routine",0.157,0.018,0.825,0.8834
731,R732,5,"Anna, TX",2020-10-22T21:08:45.161Z, elizabethk25,"I started using this mask once a week during the pandemic and I swear it has prevented split ends while waiting for it to be safe to get a haircut!  Plus, it is eco friendly and a black female owned company.  All big positives in my book!  I don't love the tub dispenser (I prefer a pump or tube for easy dispensing), but the product works & never leaves my hair weighed down like some masks.",0.171,0.043,0.786,0.8316
732,R733,5,"Carmel, IN",2020-10-22T21:08:45.161Z, nataliemw1,"This is great and works wonder. I have color treated hair and my stylist tells me how healthy my hair has gotten just within 6 months. My hair is soft and moisturized. It also no longer breaks off easily. I leave this on for about 5 minutes and mostly lather my roots and my ends, I leave the middle area alone most of the time. I find this works best for me.",0.172,0.085,0.744,0.8689
733,R734,4,"San Diego, CA",2020-10-22T21:08:45.161Z, manmeetk9,It is a pretty good hair mask. It deep conditions your hair pretty. I use it once a week for 10-15 minutes on my hair after shampooing and conditioning.,0.288,0.0,0.712,0.8519
734,R735,5,"Bronx, NY",2020-10-22T21:08:45.161Z, ivanaaaxxo,My hair is very dry and damaged due to all the heat and hair dye that I apply on my hair. I read tons of reviews on this deep conditioner and knew I had to try It. I dyed my hair and then applied this mask and left it on for 10 mins under the hair dryer and when I blew out my hair it wasn't dry and frizzy like it usually is. I can't wait to continue using this mask.,0.032,0.04,0.928,-0.1689
735,R736,3,"Cleburne , TX",2020-10-22T21:08:45.161Z, randi_0220,Really wanted to love these but it makes my hair fall out and honestly it doesn't really do the job it says it does. So sad,0.196,0.134,0.67,0.2829
736,R737,5,"Nashville, TN",2020-10-22T21:08:45.161Z, oa7016,"This makes my hair soft and shiny and smells wonderful. It also helps with detangling and is comfortable on my scalp. I love pretty much everything from this brand and this is another good product. I don't take as much time as I should but when I'm going to use one, this is the one I reach for.",0.231,0.0,0.769,0.8779
737,R738,5,"Bothell, WA",2020-10-22T21:08:45.161Z, brandieb12,I wish this were not so expensive! I got to try this product and fell in love. It leaves my hair so soft and conditioned.,0.255,0.0,0.745,0.8016
738,R739,5,"Georgetown, TX",2020-10-22T21:08:45.161Z, maddsweet,This was one of the first items I received from Influenster to try and has remained one of my all time favorites. It does practically an instant job of refreshing my dried ends without weighing them down or making them feel greasy. It smells so lovely and the jar has lasted me forever since I use it sparingly. 10/10 would recommend!,0.157,0.0,0.843,0.8875
739,R740,5,"Ann Arbor, MI",2020-10-22T21:08:45.161Z, sophiaf37,Great for hair. Keeps it silky and soft. Also smells great. I would 10/10 Reccomdnd.,0.406,0.0,0.594,0.8481
740,R741,5,"Philadelphia, PA",2020-10-22T21:08:41.501Z, lovejessrob,This was a great hair mask. I had a sample sized version and wasn't sure it would work for my 4C type hair. HOWEVER I WAS WRONG. This was the most soft and moisturized my hair has ever felt. I just wish there were more options at lower price points.,0.124,0.15,0.726,-0.1176
741,R742,5,United States,2020-10-22T21:08:41.501Z, kaitlyns105,This mask is perfect if your curls are damaged. I use it twice a week. I used this after bleaching my hair and my curls were back within 2 weeks. The scent is very light but pleasing.,0.187,0.05,0.763,0.7503
742,R743,1,California,2020-10-22T21:08:41.501Z, Brooke,I'm not sure what happened but I used to LOVE this conditioner. I read a few other reviews that said they changed the formula and if that's true then it is soooo disappointing! This used to be my go to conditioner but now it leaves my entire head of hair greasy. I can't even use it because of how bad the grease is. Really disappointed.,0.131,0.19,0.679,-0.5877
743,R744,5,Los Angeles,2020-10-22T21:08:41.501Z, Alex,I have very colored treated hair and dry and damaged and I love the way my hair feels every time after using this!,0.17,0.11,0.72,0.3802
744,R745,4,"Kansas City, MO",2020-10-22T21:08:41.501Z, katm1,"This was just okay.  I have other hydrating hair masks that I prefer (Moroccan Oil, Beth Minardi, etc.)  I prefer the new superfood nourishing mask with avocado as I find it is a bit richer and does a better job providing moisture to my hair.",0.186,0.0,0.814,0.802
745,R746,5,Ventura,2020-10-22T21:08:41.501Z, bekkahd1,Leaves your hair soft and hydrated. I love the way this smells and how my hair feels after. Little bit pricy but you have to invest in your hair to have it long and healthy. I would buy this again and recommend to others. Love the smell as well.,0.298,0.0,0.702,0.9575
746,R747,5,"Vanceboro, NC",2020-10-22T21:08:41.501Z, cmhncrmjrm,my hair is extreamlly damaged from box hair color/heat/chemical damage etc.. i was sceptical to try this since ive tryed so many deep conditners that caim to repair hair..so now let me tell u its lil pricey 38$ for 8oz jar it smells like lemon/ natural smell if i could decribe it.. it BLEW me away i left it on for 10mins my hair has never been so soft and moisturized and it felt stronger ive been using it for a few months deep conditoning once a week it really has deff helped my hair be more managable ill deff recommend to some one who really needs a hair repair.,0.087,0.098,0.816,-0.3134
747,R748,5,Enfield,2020-10-22T21:08:41.501Z, kayleighk13,Love love love this stuff. Definitely makes a huge difference in my hair. So much smoother especially since I added more highlights. This stuff definitely helps with dryness,0.547,0.0,0.453,0.9716
748,R749,4,davenport,2020-10-22T21:08:41.501Z, velkavi,This product it's amazing after using it for a month my hair is very soft and smoother. It's a little pricey but it's worth it. It has pretty clean ingredients which I love.,0.424,0.0,0.576,0.9607
749,R750,5,United States,2020-10-22T21:08:41.501Z, mhopp,"MY HAIR HAS NEVER BEEN SOFTER! Seriously, this stuff is magic. My hair was so soft using this product and never felt greasy like a lot of other products will make my hair feel. I have straight, fine hair and it was awesome!",0.206,0.044,0.75,0.7777
750,R751,4,United States,2020-09-14T01:06:47.377Z, sammigach,I loved this hair mask- it made my hair feel ultra conditioned and soft. Would definitely purchase again!,0.315,0.0,0.685,0.784
751,R752,5,Roswell,2020-09-14T01:06:47.377Z, madeliner37,"This stuff is so nice. I have fine hair that doesn't have a lot of particular needs, but this stuff can make it feel so silky soft.",0.143,0.0,0.857,0.4291
752,R753,5,United States,2020-09-14T01:06:47.377Z, luzsstyle,Amazing product really does what it says. This mask repaired my hair in a way that you would love to see my curls. Briogeo AMAZING ✨,0.374,0.0,0.626,0.9265
753,R754,5,Los Angeles,2020-09-14T01:06:47.377Z, katew82,This mask does such a great job at keeping my hair soft and shiny. The smell isn't too strong and the ingredients are really nice.,0.233,0.087,0.68,0.6695
754,R755,3,Cherokee Iowa,2020-09-14T01:06:47.377Z, as520257,"I do enjoy this mask, but I have used better ones. This mask doesn't smell very good in my opinion, and I don't feel like it is as amazing as it's hyped up to be. That being said, it did soften and hydrate my hair.",0.206,0.112,0.682,0.7228
755,R756,3,"Crystal , MN",2020-09-14T01:06:47.377Z, larinavalarin,"This was an alright mask but it didn't live up to the hype for me. Which, to be fair, was a high bar to clear. I tried it a few different ways in terms of amount and time and found for me more and longer seemed to work best. It does smell nice but it didn't really seem to make a real difference for my hair. While not surprising, the amount of product I need does factor into my opinion because a full size is not cheap. I think I'd try this again in the future but I currently don't see myself buying a full size.",0.157,0.02,0.823,0.9444
756,R757,5,Stratford,2020-09-14T01:06:47.377Z, mial89,Best exfoliation hair mask I've ever had. Really feel like it's getting the dirt and grime off my scalp! Will be buying again ￼,0.233,0.157,0.61,0.522
757,R758,5,Mount Pleasant,2020-09-14T01:06:47.377Z, catherinec88,I can not recommend this product enough. I recommend to all of my friends. I believe this mask is the reason for my healthy hair growth. Not to mention the results immediately after have your hair feeling as smooth as silk. Will repurchase over and over.,0.194,0.083,0.724,0.6888
758,R759,3,United States,2020-09-14T01:06:47.377Z, bylunabeauty,I was very excited to try this on my damaged curly hair but it did not work for me. There's not enough moisture for my curls. Shea moisture products are better and less expensive.,0.151,0.052,0.797,0.5785
759,R760,4,"centerville, MA",2020-09-14T01:06:47.377Z, toric28,"i like this hair mask. it's not my favorite ever, but i still think it works well! i used it with the scalp scrub from briogeo",0.178,0.066,0.757,0.4501
760,R761,5,"Houston, TX",2020-08-26T22:05:19.662Z, denisserh,"This mask is sulfate free. It's eco friendly, it's vegan, there have been no silicones and parabens in this product! And it gives me amazing results! I can also use it different ways.",0.265,0.054,0.682,0.8652
761,R762,5,"Bronx, NY",2020-08-26T22:05:19.662Z, bive22,Super hydrating but not heavy. Does not leave residue. Mix a little I to a spray bottle full of water and you have a leave-in Conditioner/detangler!,0.165,0.0,0.835,0.4523
762,R763,1,United States,2020-08-26T22:05:19.662Z, maric32,"This was awful. Where do I even start. It tangled my hair as soon as I put it in, it dried it out completely, and it made my wet frizz worse.",0.0,0.184,0.816,-0.7269
763,R764,5,United States,2020-08-26T22:05:19.662Z, hollyw71,"Leaves my hair feeling soft, detangled, reduces frizz, and leaves my hair much or manageable. Love running my fingers through my hair after using this product. I use it twice a week and it is a great addition to my hair care routine. I am satisfied with this purchase.",0.283,0.0,0.717,0.9413
764,R765,5,"Owls Head, ME",2020-08-26T22:05:19.662Z, kima4e23,Love this mask. Leaves my thin frizzy hair so soft an frizz free plus I dnt know how they do it but also gives it body at the same time and again no frizz. Scent is good not to strong and lasts in hair for a little bit. If I get some extra money will but again my hair is so sad without it.,0.114,0.157,0.729,-0.6416
765,R766,5,"Kenosha, WI",2020-08-26T22:05:19.662Z, samanthak25d7,If you're on the fence about trying this..please pull the trigger! After years of finding the perfect mask I've succeeded!! I was skeptical after seeing a lot of beauty influencers talking about it but it's even better than I imagined. It has made my bleached/color treated hair feel almost virgin..something I never thought I'd experience again.,0.19,0.027,0.783,0.8666
766,R767,5,"Augusta , GA",2020-08-26T22:05:19.662Z, hellochrissmakeup,"I absolutely love this mask. The first time I used it was after taking my hair out of braids. I applied the mask and as I was raking my fingers through it I can feel my hair detangling. It made my hair super soft and allowed my moisturizers to penetrate deeper. It's an absolute must! The product is not heavy and it lasts. I would definitely recommend this for all hair types. If your hair needs a hydration boost, shine, and overall healing... Then this is the product for you.￼",0.175,0.0,0.825,0.9484
767,R768,5,"Fairfield, CA",2020-08-26T22:05:19.662Z, tiffanyjeaster,I have wavy thick hair and this stuff makes my hair feel amazing. Makes it so easy to brush through. It also smells amazing . I have color treated hair as well & this stuff really repairs my hair,0.302,0.0,0.698,0.9252
768,R769,5,"Millinocket, ME",2020-08-26T22:05:19.662Z, mishajpg__,"This stuff is magic I swear 👀 My hair is colored/wavy/high porosity & loves protein, and I use this mask once, sometimes twice a week; it makes it feel sooo smooth & soft, and definitely helps me reduce frizz. My hair looks noticeably healthier since I started using this & I'll definitely keep repurchasing it.",0.213,0.022,0.765,0.8885
769,R770,3,Atlanta,2020-08-26T22:05:19.662Z, Diana B,I used to love how this smells and now it smells like strong chemicals. I'm not sure what made them want to eliminate the scent but I'm pretty bummed out since it's been my go to for such a long time. I purchased the 32 oz and it kinda stinks.,0.215,0.064,0.721,0.813
770,R771,5,Springfield,2020-08-17T08:27:47.358Z, lindsayd4348,I love this hair mask! It's very nourishing and conditioning. I often use it in place of conditioner and my hair feels so soft and looks so healthy,0.25,0.0,0.75,0.8395
771,R772,5,Gatineau,2020-08-17T08:27:47.358Z, thesalyy,"The Briogeo Dont Despair Repair! Deep Conditioning Mask is hands-down the best deep conditioning hair mask I've ever tried! I use this mask whenever my hair just needs some extra love, and it always makes my hair feel so healthy, smooth, and hydrated. I would definitely recommend this to everyone and all hair types!",0.302,0.0,0.698,0.9635
772,R773,3,"Tallahassee, Fl",2020-08-17T08:27:47.358Z, Cat,This is my 4th 32 oz purchase of this deep conditioning mask. This time it smells different and has less slip. I guess the formula changed? This has been my holy grail for a long time but I'm sad to say that I'm not buying another one. The conditioner is still ok but not like it used to be.,0.044,0.107,0.849,-0.6143
773,R774,5,"Royse city, TX",2020-08-17T08:27:47.358Z, buysidebae,Extremely moisturizing. If you have chemically treated or frizzy hair. This will change your life,0.0,0.0,1.0,0.0
774,R775,4,"Los Angeles, CA",2020-08-17T08:27:47.358Z, CaliforniaK,"I used this deep conditioning mask after shampooing and left it in for 10 minutes. I have very thick, coarse hair and am always looking for treatments that soften. This treatment did exactly that! I noticed my hair was much softer and less brittle feeling. The reason for 4 stars is because I do not like the intense smell. It smells strongly and followed me around the whole day. I probably would not buy this product again due to the smell, but at least I am getting my moneys worth and the treatment is doing what it is supposed to do.",0.055,0.027,0.918,0.3893
775,R776,5,Newport Coast,2020-08-17T08:27:47.358Z, radtoria,"Initially, I was very skeptical of this product. Now. I'm obsessed with this deep conditioning mask!! It completely saved my hair. I am Asian, so my hair is brittle and gets dry after I use hot tools. Briogeo made my hair stronger and look a lot healthier. There's a natural shine to it now. I love running my hands through my hair because it feels so soft! I can't recommend this enough",0.17,0.086,0.744,0.8226
776,R777,5,"Union, NJ",2020-08-17T08:27:47.358Z, teffy2921,"Love it. Dont get me wrong it might be a bit pricey.  However, it is worth every penny. It makes your hair soft, silky and smell good. Definitely will repurchase in the future",0.346,0.0,0.654,0.9225
777,R778,5,"Vancouver, BC",2020-08-17T08:27:47.358Z, glitterandstripes,another great Briogeo product. I liked this mask as well and it does what it says. It was definitely conditioning which was great. I would not improve this product because it is great as it is. It's a bit pricey but hey if it works its awesome right. Highly recommend.,0.36,0.027,0.613,0.9617
778,R779,5,United States,2020-08-17T08:27:47.358Z, anmonahan,"I love this hair mask I use it once a week to keep my hair smooth, frizz free and less damaged when I use a lot of heat products. This product is worth every dollar. I also use the leave in spray after!",0.213,0.084,0.703,0.7836
779,R780,4,"New York, New York",2020-08-17T08:27:47.358Z, Juju,"I enjoy this product, I have been using it for three weeks (3 times so far) and it leaves my hair looking and feeling moisturized. I have very thick hair so I am not sure how long it will last. 
The first photo is before washing the subsequent are after.

I am not sure if I will buy it again it depends on what I think after I use the whole thing.",0.068,0.064,0.868,0.0641
780,R781,5,"Yellowknife, NT",2020-08-09T06:34:49.462Z, winnyn,Love this mask. Smell really good and make my hair soft and silky. I bleached my hair last 2 years and this mask save my hair. Would recommend it.,0.363,0.0,0.637,0.92
781,R782,5,11 Winfield St. Rear,2020-08-09T06:34:49.462Z, polaristhecat,This hair mask always leaves my dyed and abused hair feeling soft and healthy! I definitely recommend leaving it in for as long as you can to get the most benefit out of it.,0.3,0.076,0.624,0.8264
782,R783,5,"New London, CT",2020-08-09T06:34:49.462Z, thequeen15,I love deep conditioners and I think this is a great product. I got this to go with the Briogeo Scalp Revival Charcoal + Coconut Oil Micro-Exfoliating Shampoo but I wish they had just a regular conditioner to go with it instead of the mask. I would buy this as a hair mask again.,0.172,0.0,0.828,0.8271
783,R784,5,411 Cardinal,2020-08-09T06:34:49.462Z, lisa252,"This is a cleaner line so you're not going to get that oily or silicony feel. It does hydrate incredibly well and smell amazing. Not to much though. The scent does last but is mild. It does well to hydrate as an everyday conditioner and a mask if you have normal to oily hair and want to treat your ends. It is not enough hydration for my fine, blonde, highlighted hair. The price is a bit steep, but for my little I buy the value bottles and they last her a long time. She has hair to her hip almost and it is natuy blonde, wavy, and very fine. She has a lot of it though. She has volume after using this.",0.162,0.0,0.838,0.9489
784,R785,5,"Chicago, IL",2020-08-09T06:34:49.462Z, gabrielaeb4c6,"OMG!  Talk about game changer!    This mask makes my hair look its best. It gives me hydration, soft manageable hair and really just makes my hair better.  I live that it does not weigh my hair down and that I can see results immediately after using it.  This product will last you forever because a little goes a long way!",0.129,0.0,0.871,0.8392
785,R786,5,"Brooklyn, NY",2020-08-09T06:34:49.462Z, dyam0831,Love love love this hair mask. I use it after I wash my hair with clarifying shampoo to re-moisturize my hair. Makes my hair super soft and smooth.,0.429,0.0,0.571,0.9552
786,R787,4,"Rego park, NY",2020-08-09T06:34:49.462Z, miriamt1,This a good hair conditioner. This conditioner gives great hydration for the hair. The only downside is it is not for me. I have oily hair so I am not low on moisture. This will be great on dry hair. I will definitely be trying out their other products because this bran is amazing,0.304,0.031,0.665,0.9564
787,R788,5,"Jackson Hts, NY",2020-08-09T06:34:49.462Z, curlychica7,This is a great conditioning mask for curls. I use it once a week and leave it in for some extra time. My hair looks healthier and shinier after each use!,0.139,0.038,0.823,0.636
788,R789,5,United States,2020-08-09T06:34:49.462Z, amym283,I have tried the original and the honey and they are both fantastic. They are so hydrating and nourishing. My hair looks so much better.,0.302,0.0,0.698,0.8434
789,R790,5,West Lafayette,2020-08-09T06:34:49.462Z, amandan85,This mask is awesome for damaged hair! It made my hair super soft and feel super strong plus the smell is amazing,0.505,0.076,0.419,0.9545
790,R791,5,"Chula Vista, CA",2020-08-04T21:18:41.665Z, radalienz,Did not know if the price was worth it but it makes my hair feel soft and healthy. Smells really good. Good ingredients.,0.416,0.0,0.584,0.9268
791,R792,5,"Palmdale, CA",2020-08-04T21:18:41.665Z, marvelic,When I first received this product I didn't really like it but it grew on me. I noticed after regular use that my hair was a lot more moist and found that my hair wasn't dry anymore. Not only did it help with moisture but I found it tamed my dry frizzy hair. I use this at least once a week now.,0.061,0.029,0.91,0.4379
792,R793,5,"Lone Pine, CA",2020-08-04T21:18:41.665Z, aideh,I love Briogeo and it's clean approach to hair care. This mask does a great job at keeping my hair tamed and moisturized. When I use it my hair is more manageable.,0.362,0.0,0.638,0.9349
793,R794,5,"Denver,  Colorado",2020-08-04T21:18:41.665Z, arig491d,I have naturally curly hair and live in Denver. I use this mask on my wash day and my hair always feels renewed. The texture is no super thick and glides through my curls effortlessly. I highly recommend this treatment for anyone who has any type of damage!,0.131,0.101,0.768,0.3788
794,R795,4,Poolesville,2020-08-04T21:18:41.665Z, princessmollypop,"Took off one star only for the price. I have longish, thick, color treated hair and i do feel like this mask works. It does leave my hair soft, smooth, and shiny. The only thing is ive found cheaper options that work just as well. If you want to spend the money, go for it. You wont be disappointed, but there are other options.",0.097,0.017,0.886,0.4814
795,R796,5,"Chelsea, AL",2020-08-04T21:18:41.665Z, buhbee027,"Not to sound dramatic, but I swear my hair feels like doing a happy dance. I received a sample of this product and I don't know how I have lived without it. My hair feels so soft, nourished, and shiny. Normally conditioners weigh my hair down but this did not. Briogeo is about to just take all my money.",0.139,0.022,0.839,0.8402
796,R797,5,"S Weymouth, MA",2020-08-04T21:18:41.665Z, bourbonbitesandbeauty,I use this about once a week and can absolutely tell the difference in my curls when I don't use it often. I also like that it's not in a pump bottle! My hair is frizzy and curly and this makes my curls absolutely perfect.,0.152,0.0,0.848,0.7773
797,R798,5,"Fort Wayne, IN",2020-08-04T21:18:41.665Z, iamtracymedsker,"After using this product for the first time, there was a noticeable different in my hair texture. It felt so soft and smelled amazing. I highly recommend this mask for everyone who wants to eliminate damage.",0.162,0.078,0.76,0.5256
798,R799,2,"Oakland, CA",2020-08-04T21:18:41.665Z, marthaacevesmartinez,"I like that it is curly girl method approved (no silicones, even though they're really not that bad for my hair), but my bleached hair just didnt get moisturized enough. I had to use a lot of it so it goes fast and even then when my hair dried it looked half shiny half dry with some definition to my waves
 My aussie 3 min deep conditioner does better than this as far as moisturizing the hair goes.",0.12,0.0,0.88,0.8204
799,R800,5,"West Hartford, CT",2020-08-04T21:18:41.665Z, hayleyb56,"This has saved my hair. I bleach it, and this was constantly on lists for masks for damaged hair. It has brought some texture back to my hair, and keeps it from being damaged further. I barely get any length taken off when I get my haircut because this mask keeps my ends from splitting!",0.048,0.105,0.846,-0.5093
800,R801,3,"Aurora, Ontario",2020-07-30T20:08:38.394Z, valeriaf51,"excellent, this make my hair feel extremely soft/shin  with extra body. For comparison, I have VERY curly hair, color treated and I put it through the works.",0.134,0.0,0.866,0.5719
801,R802,5,"Cookeville , TN",2020-07-30T20:08:38.394Z, lorrainer1,This stuff is for so great  my girls and I use this and it's helped clean up their damaged hair. We love it.,0.367,0.088,0.545,0.8818
802,R803,5,United States,2020-07-30T20:08:38.394Z, lorys2,"I initially received this conditioner as a free sample (along with the matching shampoo-which I found to be very odd in terms of the consistency). However, I did love the way the duo made my hair feel! I attempted to use other shampoos in combo with this conditioner but I personally did not feel the results were the same. I eventually purchased the full sized bottles of both the Bridgeo shampoo and conditioner. In my opinion, they are both excellent and in combination they make my hair feel extremely soft/shiny with extra body. For comparison, I have VERY curly hair, color treated and I put it through the works.",0.094,0.017,0.89,0.8517
803,R804,3,West Palm Beach,2020-07-30T20:08:38.394Z, katyanaz,This was nice.... I think think it did anything major to my hair. It was way to pricey. Not worth all the hype. I don't think I will repurchase,0.0,0.062,0.938,-0.1695
804,R805,4,"Pittsburgh, PA",2020-07-30T20:08:38.394Z, lareineathome,"Very moisturizing and has my hair feeling soft for days. I have dreads, so finding a good conditioner is tough. But this one works quite  well",0.227,0.104,0.67,0.539
805,R806,5,Canada,2020-07-30T20:08:38.394Z, jordant59,I love this so much it makes my hair silky smooth my split ends gone and I have this awesome shine that doesn't make it look greasy but just makes it look so pretty you're literally absolutely 100% need this I could not recommend it more￼￼,0.212,0.05,0.738,0.8607
806,R807,1,Chicago,2020-07-30T20:08:38.394Z, Becca,"I love Briogeo so I was so confused when I used this product and broke out in hives all over my neck, ears and scalp. This product at some point changed to include wheat protein and one of my celiac reactions is a hive like rash. I love the scalp revival shampoo and will continue to use that, but will now be much more vigilant on checking the label. It did leave my hair super smooth though, so I will recommend to my non celiac friends for sure!",0.251,0.07,0.679,0.9667
807,R808,5,"Philadelphia, PA",2020-07-30T20:08:38.394Z, shinylikegem,"Love ❤️ them ... I using them for a while now and it really makes my hair healthy and hydrated and gives a shiny feel . 
Easy to use and my hair looks and feels healthy . I m stuck with hair masks 🥰🥰",0.269,0.043,0.688,0.8885
808,R809,5,"Fernley, NV",2020-07-30T20:08:38.394Z, brianam98ee,This makes my hair look and feel so soft and shiny and healthy! I had a sample that I used up and will definitely be buying a full bottle.,0.198,0.0,0.802,0.69
809,R810,5,orange,2020-07-30T20:08:38.394Z, mariahs53,"This mask is a game changer and I am obsessed with it! The price is a bit high, but I have not found a product that is exactly like it. The smell is amazing and I am a sucker for great smell hair care. I typically leave it in my hair for 10-15 minutes and use it once a week to make it worth the purchase. I am always so impressed with how soft my hair feels afterwards. It really gives you that salon effect of the silkyness after a blowout. I am hooked to this!",0.246,0.066,0.688,0.9738
810,R811,4,"Thorold, ON",2020-07-19T18:48:21.118Z, glowtion_,"I love how my hair feels after I use this product. It's so soft and shiny. With consistent use, my hair didn't break as easily and looked noticeably more healthy! I would definitely repurchase this. A little goes a long way so it lasts a long time, even for those with longer hair!",0.193,0.037,0.771,0.8659
